assessment_id,nome_cientifico,ano_publicacao,data_avaliacao,categoria_risco_codigo,e_avaliacao_atual,possivelmente_extinta,criterio,escopo
140547309,Notholebias vermiculatus,2022,2018-11-07,EN,True,False,"B2ab(i,ii,iii,iv,v)",Global
1813914,Simpsonichthys nigromaculatus,2022,2018-11-07,VU,True,False,D2,Global
210018258,Amazona pretrei,2022,2022-07-13,VU,True,False,A2acd+3cde,Global
93104759,Amazona pretrei,2016,2016-10-01,VU,False,False,A2cd+3cd+4cd,Global
37905030,Amazona pretrei,2012,2012-05-01,VU,False,False,A2cd+3cd+4cd,Global
23290298,Amazona pretrei,2008,2008-05-01,VU,False,False,A2cd+3cd+4cd,Global
23291286,Amazona pretrei,2004,2004-05-01,VU,False,False,A2cd+3cd+4cd,Global
23273913,Amazona pretrei,2000,2000-05-01,VU,False,False,A2cd,Global
23274499,Amazona pretrei,1996,1996-05-01,EN,False,False,,Global
23275242,Amazona pretrei,1994,1994-05-01,EN,False,False,,Global
23275959,Amazona pretrei,1988,1988-05-01,T,False,False,,Global
279078290,Mobula thurstoni,2025,2025-06-17,CR,True,False,A2bd+3d,Global
124451622,Mobula thurstoni,2019,2018-11-09,EN,False,False,A2bd+3d,Global
214368409,Mobula thurstoni,2022,2018-11-09,EN,False,False,A2bd+3d,Global
100016879,Mobula thurstoni,2016,2016-02-23,NT,False,False,,Global
3091468,Mobula thurstoni,2016,2016-02-23,NT,False,False,,Global
12317473,Mobula thurstoni,2006,2006-01-31,NT,False,False,,Global
1822414,Atlantirivulus simplicis,2022,2018-11-07,EN,True,False,B2ab(iii),Global
3094144,Isogomphodon oxyrhynchus,2020,2019-07-01,CR,True,False,A2bcd,Global
12323498,Isogomphodon oxyrhynchus,2006,2006-01-31,CR,False,False,A2ad+3d+4ad,Global
1815977,Pseudoplatystoma corruscans,2023,2020-12-21,NT,True,False,A2bcde,Global
107291247,Pithecopus rusticus,2023,2021-04-09,CR,True,False,"B1ab(ii,iii)",Global
1819454,Hypsolebias adornatus,2022,2018-11-07,VU,True,False,D2,Global
1814034,Cnesterodon omorgmatos,2022,2018-11-07,CR,True,False,B2ab(iii),Global
134878741,Acratosaura spinosa,2021,2014-08-04,DD,True,False,,Global
134878993,Anotosaura collaris,2021,2014-08-04,DD,True,False,,Global
1826029,Ophthalmolebias bokermanni,2022,2018-11-07,CR,True,False,B2ab(iii),Global
135057835,Harttia depressa,2022,2018-11-07,EN,True,False,"B1ab(i,iii,iv)",Global
137792392,Calyptommatus nicterus,2021,2014-08-04,EN,True,False,B1ab(iii),Global
173823814,Garcialebias bagual,2021,2020-12-28,CR,True,False,"B1ab(ii,iii)+2ab(ii,iii)",Global
17924308,Alouatta caraya,2020,2015-01-26,NT,False,False,A4cde,Global
190414715,Alouatta caraya,2021,2015-01-26,NT,True,False,A4cde,Global
10496784,Alouatta caraya,2008,2008-06-30,LC,False,False,,Global
10497050,Alouatta caraya,2003,2003-04-30,LC,False,False,,Global
10496760,Alouatta caraya,1996,1996-08-01,LR/lc,False,False,,Global
171677370,Lepidothrix iris,2021,2020-06-05,VU,True,False,A3c+4c,Global
93810290,Lepidothrix iris,2016,2016-10-01,VU,False,False,A3c,Global
38622772,Lepidothrix iris,2012,2012-05-01,VU,False,False,A3c,Global
29933172,Lepidothrix iris,2009,2009-05-01,LC,False,False,,Global
29933744,Lepidothrix iris,2008,2008-05-01,LC,False,False,,Global
29926456,Lepidothrix iris,2004,2004-05-01,LC,False,False,,Global
29927046,Lepidothrix iris,2000,2000-05-01,LR/lc,False,False,,Global
29927345,Lepidothrix iris,1994,1994-05-01,LR/nt,False,False,,Global
29927912,Lepidothrix iris,1988,1988-05-01,LR/lc,False,False,,Global
136895373,Hypsolebias nudiorbitatus,2022,2018-11-07,DD,True,False,,Global
1813692,Hypsolebias brunoi,2022,2018-11-07,VU,True,False,D2,Global
263699624,Serpophaga hypoleuca pallida,2024,2024-06-12,LC,True,False,,Global
118644945,Serpophaga hypoleuca pallida,2017,2016-10-01,LC,False,False,,Global
93727299,Serpophaga hypoleuca pallida,2016,2016-10-01,LC,False,False,,Global
38655145,Serpophaga hypoleuca pallida,2012,2012-05-01,LC,False,False,,Global
35196934,Serpophaga hypoleuca pallida,2009,2009-05-01,LC,False,False,,Global
35197390,Serpophaga hypoleuca pallida,2008,2008-05-01,LC,False,False,,Global
35197927,Serpophaga hypoleuca pallida,2004,2004-05-01,LC,False,False,,Global
35198361,Serpophaga hypoleuca pallida,2000,2000-05-01,LR/lc,False,False,,Global
35198854,Serpophaga hypoleuca pallida,1994,1994-05-01,LR/lc,False,False,,Global
35199275,Serpophaga hypoleuca pallida,1988,1988-05-01,LR/lc,False,False,,Global
75161114,Leposternon maximus,2021,2012-12-31,LC,True,False,,Global
1825459,Parotocinclus cesarpintoi,2022,2018-11-07,LC,True,False,,Global
1820834,Melanorivulus vittatus,2023,2018-11-07,EN,True,False,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Global
22388900,Phaenomys ferrugineus,2019,2016-07-11,EN,True,False,"B2ab(ii,iii)",Global
6430920,Phaenomys ferrugineus,2008,2008-06-30,VU,False,False,B1ab(iii),Global
6431031,Phaenomys ferrugineus,1996,1996-08-01,EN,False,False,C2a,Global
6430903,Phaenomys ferrugineus,1994,1994-01-01,E,False,False,,Global
3123409,Gymnura altavela,2021,2019-06-21,EN,True,False,A2d,Global
16527909,Gymnura altavela,2016,2016-03-25,CR,True,False,A2bd,Mediterranean
48931613,Gymnura altavela,2015,2015-02-17,CR,True,False,A2bd,Europe
12624290,Gymnura altavela,2007,2007-03-01,VU,False,False,A2bd+4bd,Global
153022606,Cyanopsitta spixii,2019,2019-06-20,EW,True,False,,Global
130431750,Cyanopsitta spixii,2018,2018-08-07,CR,False,False,D,Global
93078343,Cyanopsitta spixii,2016,2016-10-01,CR,False,False,D,Global
79740294,Cyanopsitta spixii,2015,2015-10-01,CR,False,False,D,Global
49809312,Cyanopsitta spixii,2013,2013-11-01,CR,False,False,D,Global
37872132,Cyanopsitta spixii,2012,2012-05-01,CR,False,False,D,Global
26831268,Cyanopsitta spixii,2010,2010-05-01,CR,False,False,D,Global
26832047,Cyanopsitta spixii,2009,2009-05-01,CR,False,False,D,Global
26832648,Cyanopsitta spixii,2008,2008-05-01,CR,False,False,D,Global
26833246,Cyanopsitta spixii,2004,2004-05-01,CR,False,True,D,Global
26833795,Cyanopsitta spixii,2002,2002-05-01,CR,False,False,,Global
26834823,Cyanopsitta spixii,2000,2000-05-01,CR,False,False,D,Global
26822265,Cyanopsitta spixii,1996,1996-05-01,CR,False,False,,Global
26822810,Cyanopsitta spixii,1994,1994-05-01,CR,False,False,,Global
26823181,Cyanopsitta spixii,1988,1988-05-01,T,False,False,,Global
140651433,Plesiolebias xavantei,2022,2018-11-07,EN,True,False,"B2ab(ii,iii,iv,v)",Global
261552930,Tosanoides aphrodite,2025,2024-07-02,LC,True,False,,Global
1816697,Matilebias litzi,2023,2022-05-18,VU,True,False,"B1ab(ii,iii)",Global
280987561,Contopus nigrescens,2025,2025-06-04,LC,True,False,,Global
118651881,Contopus nigrescens,2017,2016-10-01,LC,False,False,,Global
93749884,Contopus nigrescens,2016,2016-10-01,LC,False,False,,Global
110735432,Contopus nigrescens,2017,2016-10-01,LC,False,False,,Global
39103517,Contopus nigrescens,2012,2012-05-01,LC,False,False,,Global
26355592,Contopus nigrescens,2009,2009-05-01,LC,False,False,,Global
26355982,Contopus nigrescens,2008,2008-05-01,LC,False,False,,Global
26351733,Contopus nigrescens,2004,2004-05-01,LC,False,False,,Global
26352384,Contopus nigrescens,2000,2000-05-01,LR/lc,False,False,,Global
26353016,Contopus nigrescens,1994,1994-05-01,LR/lc,False,False,,Global
26353349,Contopus nigrescens,1988,1988-05-01,LR/lc,False,False,,Global
75159771,Amphisbaena carvalhoi,2021,2012-12-31,EN,True,False,B1ab(iii),Global
132640680,Diomedea exulans,2018,2018-08-07,VU,True,False,A4bd,Global
110676747,Diomedea exulans,2017,2016-10-01,VU,False,False,A4bd,Global
93677003,Diomedea exulans,2016,2016-10-01,VU,False,False,A4bd,Global
38939569,Diomedea exulans,2012,2012-05-01,VU,False,False,A4bd,Global
27214355,Diomedea exulans,2010,2010-05-01,VU,False,False,A4bd,Global
27215898,Diomedea exulans,2008,2008-05-01,VU,False,False,A4bd,Global
27217398,Diomedea exulans,2007,2007-05-01,VU,False,False,A4bd,Global
27218687,Diomedea exulans,2005,2005-05-01,VU,False,False,A4bd,Global
27219840,Diomedea exulans,2004,2004-05-01,VU,False,False,A4bd,Global
27221183,Diomedea exulans,2003,2003-05-01,VU,False,False,A4bd,Global
27222768,Diomedea exulans,2000,2000-05-01,VU,False,False,,Global
27224202,Diomedea exulans,1996,1996-05-01,VU,False,False,,Global
27225556,Diomedea exulans,1994,1994-05-01,NR,False,False,,Global
27226447,Diomedea exulans,1988,1988-05-01,NR,False,False,,Global
70419714,Microspathodon chrysurus,2015,2014-01-09,LC,True,False,,Gulf of Mexico
1902927,Microspathodon chrysurus,2015,2010-11-15,LC,True,False,,Global
216939985,Lipaugus conditus,2022,2022-05-10,VU,True,False,D1,Global
93793678,Lipaugus conditus,2016,2016-10-01,VU,False,False,D1,Global
61730192,Lipaugus conditus,2014,2014-07-24,VU,False,False,D1,Global
37964535,Lipaugus conditus,2012,2012-05-01,VU,False,False,D1+2,Global
36397237,Lipaugus conditus,2008,2008-05-01,VU,False,False,D2,Global
36398066,Lipaugus conditus,2004,2004-05-01,VU,False,False,D2,Global
36399138,Lipaugus conditus,2000,2000-05-01,VU,False,False,C1+2a(i);D2,Global
36399907,Lipaugus conditus,1996,1996-05-01,VU,False,False,,Global
36400357,Lipaugus conditus,1994,1994-05-01,VU,False,False,,Global
36401143,Lipaugus conditus,1988,1988-05-01,T,False,False,,Global
134691717,Astyanax eremus,2021,2018-11-07,CR,True,False,B2ab(iii),Global
17973161,Plecturocebus bernhardi,2018,2015-01-26,LC,True,False,,Global
10479950,Plecturocebus bernhardi,2008,2008-06-30,LC,False,False,,Global
10480029,Plecturocebus bernhardi,2003,2003-04-30,LC,False,False,,Global
1820774,Simpsonichthys zonatus,2022,2018-11-07,CR,True,False,"B2ab(i,ii,iii,iv)",Global
140708863,Rhamdiopsis krugi,2021,2018-11-07,VU,True,False,B1ab(iii),Global
1815032,Notholebias cruzi,2023,2018-11-07,CR,True,False,"B2ab(i,ii,iii,iv)",Global
506633,Lutjanus cyanopterus,2016,2015-10-10,VU,True,False,A2bd,Global
84806890,Lutjanus cyanopterus,2016,2015-01-05,DD,True,False,,Gulf of Mexico
3341414,Lutjanus cyanopterus,1996,1996-08-01,VU,False,False,A2d,Global
154323982,Leposternon kisteumacheri,2021,2014-08-22,VU,True,False,B1ab(iii),Global
17924560,Alouatta discolor,2020,2020-01-27,VU,False,False,A2c,Global
190416507,Alouatta discolor,2021,2020-01-27,VU,True,False,A2c,Global
10836686,Alouatta discolor,2008,2008-06-30,VU,False,False,A2c,Global
10836890,Alouatta discolor,2003,2003-04-30,LC,False,False,,Global
10836663,Alouatta discolor,1996,1996-08-01,LR/lc,False,False,,Global
263608774,Thamnophilus caerulescens pernambucensis,2024,2024-06-12,LC,True,False,,Global
93824672,Thamnophilus caerulescens pernambucensis,2016,2016-10-01,LC,False,False,,Global
39133272,Thamnophilus caerulescens pernambucensis,2012,2012-05-01,LC,False,False,,Global
36282239,Thamnophilus caerulescens pernambucensis,2009,2009-05-01,LC,False,False,,Global
36282738,Thamnophilus caerulescens pernambucensis,2008,2008-05-01,LC,False,False,,Global
36283253,Thamnophilus caerulescens pernambucensis,2004,2004-05-01,LC,False,False,,Global
36283814,Thamnophilus caerulescens pernambucensis,2000,2000-05-01,LR/lc,False,False,,Global
36284247,Thamnophilus caerulescens pernambucensis,1994,1994-05-01,LR/lc,False,False,,Global
36284715,Thamnophilus caerulescens pernambucensis,1988,1988-05-01,LR/lc,False,False,,Global
44876342,Choranthias salmopunctatus,2015,2013-06-10,LC,True,False,,Global
5437586,Choranthias salmopunctatus,1996,1996-08-01,VU,False,False,D2,Global
263996177,Thamnomanes caesius caesius,2024,2024-06-12,LC,True,False,,Global
93828950,Thamnomanes caesius caesius,2016,2016-10-01,LC,False,False,,Global
39142910,Thamnomanes caesius caesius,2012,2012-05-01,LC,False,False,,Global
36270166,Thamnomanes caesius caesius,2009,2009-05-01,LC,False,False,,Global
36270785,Thamnomanes caesius caesius,2008,2008-05-01,LC,False,False,,Global
36271147,Thamnomanes caesius caesius,2004,2004-05-01,LC,False,False,,Global
36271722,Thamnomanes caesius caesius,2000,2000-05-01,LR/lc,False,False,,Global
36272361,Thamnomanes caesius caesius,1994,1994-05-01,LR/lc,False,False,,Global
36272696,Thamnomanes caesius caesius,1988,1988-05-01,LR/lc,False,False,,Global
141063507,Simpsonichthys cholopteryx,2022,2018-11-07,EN,True,False,B1ab(iii)+2ab(iii),Global
1823479,Kolpotocheirodon figueiredoi,2021,2018-11-07,CR,True,False,B2ab(iii),Global
161705427,Myrmotherula snowi,2021,2020-08-10,CR,True,False,"C2a(i,ii); D",Global
137581714,Myrmotherula snowi,2019,2018-11-01,CR,False,False,"C2a(i,ii); D",Global
128143225,Myrmotherula snowi,2018,2016-10-01,CR,False,False,"C2a(i,ii); D",Global
94865347,Myrmotherula snowi,2016,2016-10-01,CR,False,False,"C2a(i,ii); D",Global
79846906,Myrmotherula snowi,2015,2015-10-01,CR,False,False,"C2a(i,ii); D",Global
38313254,Myrmotherula snowi,2012,2012-05-01,CR,False,False,C2a(i);D,Global
31403575,Myrmotherula snowi,2010,2010-05-01,CR,False,False,"B1ab(i,ii,iii,v)",Global
31404566,Myrmotherula snowi,2009,2009-05-01,CR,False,False,"B1ab(i,ii,iii,v)",Global
31405213,Myrmotherula snowi,2008,2008-05-01,CR,False,False,"B1ab(i,ii,iii,v)",Global
31406157,Myrmotherula snowi,2004,2004-05-01,CR,False,False,"B1ab(i,ii,iii,v)",Global
31407005,Myrmotherula snowi,2000,2000-05-01,CR,False,False,"B1ab(i,ii,iii,v)",Global
31407796,Myrmotherula snowi,1996,1996-05-01,CR,False,False,,Global
31408517,Myrmotherula snowi,1994,1994-05-01,CR,False,False,,Global
31409067,Myrmotherula snowi,1988,1988-05-01,NR,False,False,,Global
254541895,Sparisoma rocha,2025,2024-07-02,EN,True,False,B2ab(iii),Global
139556038,Leptopanchax splendens,2022,2018-11-07,CR,True,False,"B2ab(i,ii,iii,iv)",Global
12411256,Leptopanchax splendens,1996,1996-08-01,VU,False,False,B1+2ac+3bd,Global
12411214,Leptopanchax splendens,1994,1994-01-01,E,False,False,,Global
12411291,Leptopanchax splendens,1990,1990-01-01,E,False,False,,Global
12411312,Leptopanchax splendens,1988,1988-01-01,E,False,False,,Global
12411235,Leptopanchax splendens,1986,1986-01-01,I,False,False,,Global
134890404,Trachylepis atlantica,2019,2014-08-04,LC,True,False,,Global
889416,Potamotrygon signata,2025,2024-12-26,VU,True,False,A2cde,Global
5430818,Potamotrygon signata,2009,2003-06-24,DD,False,False,,Global
161737866,Paraclaravis geoffroyi,2025,2025-06-19,CR,True,False,D,Global
125046717,Paraclaravis geoffroyi,2018,2016-10-01,CR,False,False,C2a(i),Global
93290412,Paraclaravis geoffroyi,2016,2016-10-01,CR,False,False,C2a(i),Global
37885204,Paraclaravis geoffroyi,2012,2012-05-01,CR,False,False,C2a(i),Global
26078446,Paraclaravis geoffroyi,2010,2010-05-01,CR,False,False,C2a(i),Global
26079125,Paraclaravis geoffroyi,2009,2009-05-01,CR,False,False,C2a(i),Global
26080234,Paraclaravis geoffroyi,2008,2008-05-01,CR,False,False,C2a(i),Global
26081340,Paraclaravis geoffroyi,2006,2006-05-01,CR,False,False,C2a(i),Global
26081922,Paraclaravis geoffroyi,2004,2004-05-01,CR,False,False,C2a(i),Global
26082946,Paraclaravis geoffroyi,2000,2000-05-01,EN,False,False,C2a(i),Global
26083495,Paraclaravis geoffroyi,1996,1996-05-01,CR,False,False,,Global
26084392,Paraclaravis geoffroyi,1994,1994-05-01,CR,False,False,,Global
26085318,Paraclaravis geoffroyi,1988,1988-05-01,T,False,False,,Global
887217,Pseudobatos percellens,2020,2020-07-05,EN,True,False,A2cd,Global
103935456,Pseudobatos percellens,2016,2004-06-18,NT,False,False,,Global
5408748,Pseudobatos percellens,2009,2004-06-16,NT,False,False,,Global
141104708,Sternarchogiton zuanoni,2022,2018-11-07,VU,True,False,D2,Global
123739564,Atractus ronnie,2020,2012-12-31,EN,True,False,B1ab(iii)+2ab(iii),Global
136931036,Knodus dorsomaculatus,2023,2022-05-18,EN,True,False,"B1ab(i,iii,iv)",Global
159253887,Eurolophosaurus amathites,2021,2014-08-04,EN,True,False,B1ab(iii),Global
7576237,Eurolophosaurus amathites,2010,2009-06-30,DD,False,False,,Global
145942968,Leptagrion bocainense,2021,2019-02-04,DD,True,False,,Global
136895039,Hypsolebias marginatus,2022,2018-11-07,CR,True,False,"B2ab(ii,iii,iv,v)",Global
241150680,Cerdale fasciata,2025,2024-01-29,DD,True,False,,Global
264090432,Phlegopsis borbae,2024,2024-06-12,LC,True,False,,Global
93855335,Phlegopsis borbae,2016,2016-10-01,LC,False,False,,Global
39187182,Phlegopsis borbae,2012,2012-05-01,LC,False,False,,Global
32944983,Phlegopsis borbae,2009,2009-05-01,LC,False,False,,Global
32945635,Phlegopsis borbae,2008,2008-05-01,LC,False,False,,Global
32946068,Phlegopsis borbae,2004,2004-05-01,LC,False,False,,Global
32946437,Phlegopsis borbae,2000,2000-05-01,LR/lc,False,False,,Global
32947028,Phlegopsis borbae,1994,1994-05-01,LR/lc,False,False,,Global
32947148,Phlegopsis borbae,1988,1988-05-01,LR/lc,False,False,,Global
17927228,Brachyteles arachnoides,2019,2019-03-18,CR,False,False,A2cd,Global
191692658,Brachyteles arachnoides,2021,2019-03-18,CR,True,False,A2cd,Global
9529160,Brachyteles arachnoides,2008,2008-06-30,EN,False,False,C1,Global
9529425,Brachyteles arachnoides,2003,2003-04-30,EN,False,False,C2a(i),Global
9529129,Brachyteles arachnoides,2000,2000-06-30,CR,False,False,"B1+2abcde, C2a",Global
9529108,Brachyteles arachnoides,1996,1996-08-01,EN,False,False,"B1+2abcde, C2a",Global
9529512,Brachyteles arachnoides,1994,1994-01-01,E,False,False,,Global
9529495,Brachyteles arachnoides,1990,1990-01-01,E,False,False,,Global
9529563,Brachyteles arachnoides,1988,1988-01-01,E,False,False,,Global
9529546,Brachyteles arachnoides,1986,1986-01-01,E,False,False,,Global
9529529,Brachyteles arachnoides,1982,1982-01-01,E,False,False,,Global
1816652,Amatolebias varzeae,2022,2018-11-07,VU,True,False,D2,Global
115990126,Hylodes glaber,2023,2021-04-09,CR,True,True,D,Global
11568889,Hylodes glaber,2004,2004-04-30,DD,False,False,,Global
155966376,Cotinga maculata,2019,2019-08-05,CR,True,False,C2a(i),Global
110781901,Cotinga maculata,2017,2016-10-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
93802174,Cotinga maculata,2016,2016-10-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
37982247,Cotinga maculata,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
26573540,Cotinga maculata,2008,2008-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
26574812,Cotinga maculata,2004,2004-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
26575373,Cotinga maculata,2000,2000-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
26575927,Cotinga maculata,1996,1996-05-01,EN,False,False,,Global
26576647,Cotinga maculata,1994,1994-05-01,EN,False,False,,Global
26577356,Cotinga maculata,1988,1988-05-01,T,False,False,,Global
264051259,Chamaeza nobilis fulvipectus,2024,2024-06-12,LC,True,False,,Global
93910113,Chamaeza nobilis fulvipectus,2016,2016-10-01,LC,False,False,,Global
39186167,Chamaeza nobilis fulvipectus,2012,2012-05-01,LC,False,False,,Global
25548099,Chamaeza nobilis fulvipectus,2009,2009-05-01,LC,False,False,,Global
25548546,Chamaeza nobilis fulvipectus,2008,2008-05-01,LC,False,False,,Global
25549028,Chamaeza nobilis fulvipectus,2004,2004-05-01,LC,False,False,,Global
25549489,Chamaeza nobilis fulvipectus,2000,2000-05-01,LR/lc,False,False,,Global
25550079,Chamaeza nobilis fulvipectus,1994,1994-05-01,LR/lc,False,False,,Global
25550358,Chamaeza nobilis fulvipectus,1988,1988-05-01,LR/lc,False,False,,Global
130119803,Discosura langsdorffi langsdorffi,2018,2018-08-06,LC,True,False,,Global
93146038,Discosura langsdorffi langsdorffi,2016,2016-10-01,LC,False,False,,Global
40485250,Discosura langsdorffi langsdorffi,2012,2012-05-01,LC,False,False,,Global
27243984,Discosura langsdorffi langsdorffi,2009,2009-05-01,LC,False,False,,Global
27244251,Discosura langsdorffi langsdorffi,2008,2008-05-01,LC,False,False,,Global
27245033,Discosura langsdorffi langsdorffi,2004,2004-05-01,LC,False,False,,Global
27245392,Discosura langsdorffi langsdorffi,2000,2000-05-01,LR/lc,False,False,,Global
27245754,Discosura langsdorffi langsdorffi,1994,1994-05-01,LR/lc,False,False,,Global
27246287,Discosura langsdorffi langsdorffi,1988,1988-05-01,LR/lc,False,False,,Global
134695015,Brycon gouldingi,2021,2018-11-07,EN,True,False,A4c,Global
154324465,Leposoma annectans,2021,2013-10-11,LC,True,False,,Global
263689601,Phlegopsis nigromaculata confinis,2024,2024-06-12,LC,True,False,,Global
93854954,Phlegopsis nigromaculata confinis,2016,2016-10-01,LC,False,False,,Global
39182979,Phlegopsis nigromaculata confinis,2012,2012-05-01,LC,False,False,,Global
32937764,Phlegopsis nigromaculata confinis,2009,2009-05-01,LC,False,False,,Global
32938340,Phlegopsis nigromaculata confinis,2008,2008-05-01,LC,False,False,,Global
32938904,Phlegopsis nigromaculata confinis,2004,2004-05-01,LC,False,False,,Global
32939435,Phlegopsis nigromaculata confinis,2000,2000-05-01,LR/lc,False,False,,Global
32939727,Phlegopsis nigromaculata confinis,1994,1994-05-01,LR/lc,False,False,,Global
32940097,Phlegopsis nigromaculata confinis,1988,1988-05-01,LR/lc,False,False,,Global
1821344,Paragenidens grandoculis,2024,2020-10-27,LC,True,False,,Global
136895145,Hypsolebias multiradiatus,2023,2022-05-18,EN,True,False,B2ab(iii),Global
179621403,Millepora braziliensis,2022,2022-02-17,CR,True,False,A3c,Global
3707937,Millepora braziliensis,2008,2008-01-01,DD,False,False,,Global
1963937,Elacatinus phthirophagus,2025,2024-01-29,EN,True,False,B1ab(iii)+2ab(iii),Global
739675,Euryoryzomys lamia,2018,2017-02-28,VU,True,False,"B2ab(i,iii)",Global
4890429,Euryoryzomys lamia,2008,2008-06-30,EN,False,False,A2c+3c,Global
4890573,Euryoryzomys lamia,1996,1996-08-01,LR/lc,False,False,,Global
3138205,Acanthochelys macrocephala,2018,2018-01-25,NT,False,False,A4c,Global
144765482,Acanthochelys macrocephala,2018,2018-01-25,NT,True,False,A4c,Global
139563731,Microglanis maculatus,2022,2018-11-07,LC,True,False,,Global
154324120,Amphisbaena littoralis,2021,2014-08-22,DD,True,False,,Global
139558766,Maratecoara splendida,2022,2018-11-07,VU,True,False,D2,Global
210332902,Eleoscytalopus psychopompus,2022,2021-11-05,EN,True,False,B1ab(iii),Global
110979829,Eleoscytalopus psychopompus,2017,2016-10-01,EN,False,False,C2a(i),Global
93927339,Eleoscytalopus psychopompus,2016,2016-10-01,EN,False,False,C2a(i),Global
83649974,Eleoscytalopus psychopompus,2015,2015-10-01,EN,False,False,C2a(i),Global
38318138,Eleoscytalopus psychopompus,2012,2012-05-01,CR,False,False,"B1ab(i,ii,iii,iv,v)",Global
37771324,Eleoscytalopus psychopompus,2010,2010-05-01,CR,False,False,"B1ab(i,ii,iii,iv,v)",Global
37772144,Eleoscytalopus psychopompus,2009,2009-05-01,CR,False,False,"B1ab(i,ii,iii,iv,v)",Global
37772890,Eleoscytalopus psychopompus,2008,2008-05-01,CR,False,False,"B1ab(i,ii,iii,iv,v)",Global
37773633,Eleoscytalopus psychopompus,2006,2006-05-01,CR,False,False,"B1ab(i,ii,iii,iv,v)",Global
37774444,Eleoscytalopus psychopompus,2004,2004-05-01,CR,False,False,D,Global
37758891,Eleoscytalopus psychopompus,2000,2000-05-01,CR,False,False,D,Global
37759292,Eleoscytalopus psychopompus,1996,1996-05-01,EN,False,False,,Global
37759969,Eleoscytalopus psychopompus,1994,1994-05-01,EN,False,False,,Global
37760632,Eleoscytalopus psychopompus,1988,1988-05-01,NR,False,False,,Global
156172606,Formicivora acutirostris,2019,2019-08-07,NT,True,False,"B2ab(ii,iii,iv,v)",Global
94868281,Formicivora acutirostris,2016,2016-10-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
85097215,Formicivora acutirostris,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
38081529,Formicivora acutirostris,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
35757619,Formicivora acutirostris,2008,2008-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
35759251,Formicivora acutirostris,2004,2004-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
35759808,Formicivora acutirostris,2000,2000-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
35761454,Formicivora acutirostris,1994,1994-05-01,NR,False,False,,Global
35762783,Formicivora acutirostris,1988,1988-05-01,NR,False,False,,Global
173824600,Cambeva pascuali,2021,2021-01-26,VU,True,False,D2,Global
140648899,Pimelodella spelaea,2021,2018-11-07,CR,True,False,B2ab(iii),Global
139547663,Lebiasina minuta,2023,2018-11-17,VU,True,False,D2,Global
54010576,Leopardus guttulus,2016,2014-05-10,VU,True,False,C1,Global
138226913,Campylorhamphus trochilirostris trochilirostris,2020,2020-02-14,LC,True,False,,Global
93907944,Campylorhamphus trochilirostris trochilirostris,2016,2016-10-01,LC,False,False,,Global
39243567,Campylorhamphus trochilirostris trochilirostris,2012,2012-05-01,LC,False,False,,Global
25036414,Campylorhamphus trochilirostris trochilirostris,2009,2009-05-01,LC,False,False,,Global
25037389,Campylorhamphus trochilirostris trochilirostris,2008,2008-05-01,LC,False,False,,Global
25038005,Campylorhamphus trochilirostris trochilirostris,2004,2004-05-01,LC,False,False,,Global
25038407,Campylorhamphus trochilirostris trochilirostris,2000,2000-05-01,LR/lc,False,False,,Global
25038973,Campylorhamphus trochilirostris trochilirostris,1994,1994-05-01,LR/lc,False,False,,Global
25039681,Campylorhamphus trochilirostris trochilirostris,1988,1988-05-01,LR/lc,False,False,,Global
160756258,Juscelinomys candango,2019,2017-08-22,EX,True,False,,Global
22384270,Juscelinomys candango,2019,2017-08-22,EX,False,False,,Global
3228892,Juscelinomys candango,2008,2008-06-30,EX,False,False,,Global
3228969,Juscelinomys candango,1996,1996-08-01,LR/nt,False,False,,Global
3228873,Juscelinomys candango,1994,1994-01-01,E,False,False,,Global
3092243,Mustelus schmitti,2020,2019-07-01,CR,True,False,A2bd,Global
12318268,Mustelus schmitti,2006,2006-01-31,EN,False,False,A2bd+3bd+4bd,Global
1814469,Garcialebias reicherti,2023,2021-02-17,EN,True,False,B1ab(iii)+2ab(iii),Global
166283090,Sterna dougallii,2021,2020-12-18,LC,True,False,,Europe
132260491,Sterna dougallii,2018,2018-08-07,LC,True,False,,Global
118624109,Sterna dougallii,2017,2016-10-01,LC,False,False,,Global
111667898,Sterna dougallii,2017,2016-10-01,LC,False,False,,Global
86779648,Sterna dougallii,2016,2016-10-01,LC,False,False,,Global
60098531,Sterna dougallii,2015,2015-03-31,LC,False,False,,Europe
