nome_cientifico,taxon_id_icmbio,consta_lista_ameacada,dado_sensivel
Platyrinchus niveigularis,2480607,True,False
Pyriglena pernambucensis,2025971,True,False
Cynopoecilus intimus,1015546,True,False
Microakodontomys transitorius,2023726,True,False
Chiropotes satanas,1385910,True,False
Sula sula,6798,True,False
Hyalella caeca,2025180,True,False
Pyriglena atra,6654,True,False
Galeorhinus galeus,1021048,True,False
Spinus yarrellii,13972,True,False
Sapajus xanthosternos,2023755,True,False
Monocondylaea paraguayana,2026239,True,False
Garcialebias araucarianus,2479176,True,False
Sympterygia acuta,2303306,True,False
Dactyloa nasofrontalis,2023314,True,False
Trichomycterus rubbioli,2025735,True,False
Hylaeamys oniscus,2023718,True,False
Callicebus personatus,1547528,True,False
Hermanella amere,2024841,True,False
Anthinus henselii,2026315,True,False
Ctenomys bicolor,2026128,True,False
Holoscolex dossantosi,2301996,True,False
Procellosaurinus tetradactylus,760629,True,False
Melanorivulus linearis,2300582,True,False
Aratinga solstitialis,10144,True,True
Cacajao spp.,30342,True,False
Grallaria varia distincta,2025885,True,False
Pseudochthonius biseriatus,1940150,True,False
Pogonopoma parahybae,457749,True,False
Celeus torquatus pieteroyensi,2026018,True,False
Simpsonichthys santanae,599300,True,False
Placosoma limaverdorum,2301652,True,False
Hylopezus ochroleucus,7309,True,False
Sporophila falcirostris,2302379,True,True
Dichotomius schiffleri,1319776,True,False
Simpsonichthys boitonei,598025,True,False
Leptolebias marmoratus,1008081,True,False
Cassidulus infidus,1450852,True,False
Campylorhamphus cardosoi,2025849,True,False
Leontopithecus chrysopygus,12775,True,False
Alopoglossus collii,2301699,True,False
Hausera hauseri,2027578,True,False
Dendrocincla merula badia,2025856,True,False
Campellolebias dorsimaculatus,729970,True,False
Aegla perobae,2025210,True,False
Bothrops alcatraz,1255176,True,False
Hypsolebias radiosus,2025473,True,False
Otothyris juquiae,1012313,True,False
Paratrygon aiereba,2303349,True,False
Liolaemus occipitalis,1252673,True,False
Pseudonannolene spelaea,2024263,True,False
Iandumoema setimapocu,2024058,True,False
Caparaonia itaiquara,2023279,True,False
Odontopeltis giganteus,2024174,True,False
Sotalia guianensis,1541709,True,False
Perigona spelunca,2303908,True,False
Arrhopalites lawrencei,2028166,True,False
Nyctibius aethereus aethereus,2025841,True,False
Sotalia fluviatilis,9369,True,False
Contomastix vacariensis,2023269,True,False
Pongycarcinia xiphidiourus,1906630,True,False
Plesioptopoma curvidens,2025698,True,False
Rhincodon typus,9195,True,False
Cambeva mboycy,2301377,True,False
Thalpomys lasiotis,18031,True,False
Lagothrix lagothricha poeppigii,2300813,True,False
Sternarchorhynchus severii,1651224,True,False
Thamnophilus nigrocinereus tschudii,2025981,True,False
Chelonoidis denticulatus,2026528,True,False
Acyrtus pauciradiatus,1018133,True,False
Prochilodus britskii,1008599,True,False
Hyalyris leptalina leptalina,2024970,True,False
Sartor tucuruiensis,1010025,True,False
Hypsolebias janaubensis,2025458,True,False
Chaimowiczia obybytyra,2304041,True,False
Pyrrhura leucotis,9137,True,True
Characidium onca,2302624,True,False
Oxyruncus cristatus tocantinsi,2300410,True,False
Narcine brasiliensis,597287,True,False
Rhinoptera brasiliensis,2303382,True,False
Notholebias minimus,1660046,True,False
Arrhopalites alambariensis,2024561,True,False
Taoniscus nanus,6836,True,False
Aegla meloi,2300456,True,False
Pararrhopalites sideroicus,2028022,True,False
Vireo gracilirostris,6232,True,False
Phylloscartes roquettei,6507,True,False
Litoblatta camargoi,2028006,True,False
Melanophryniscus setiba,2025756,True,False
Hemiancistrus megalopteryx,287796,True,False
Psophia viridis,6635,True,False
Aegla leachi,2025195,True,False
Bachia psamophila,2023277,True,False
Sciades parkeri,1505001,True,False
Iansaoniscus leilae,2304045,True,False
Spintherobolus ankoseion,729093,True,False
Poecilotriccus albifacies,651740,True,False
Bachia didactyla,2023274,True,False
Spelaeogammarus sanctus,2028036,True,False
Leopardus geoffroyi,12783,True,False
Amphisbaena leucocephala,239024,True,False
Melanophryniscus klappenbachi,217776,True,False
Troglobius brasiliensis,2024274,True,False
Eufriesea pyrrhopyga,2301971,True,False
Leopardus tigrinus,12780,True,False
Calyptura cristata,2302335,True,False
Gymnodactylus vanzolinii,2023244,True,False
Lutjanus purpureus,2027531,True,False
Aegla microphthalma,2025202,True,False
Racekiela cavernicola,1620757,True,False
Pyrrhura griseipectus,1320171,True,True
Dendrocincla taunayi,2025857,True,False
Paratelmatobius lutzii,585579,True,False
Glaucis dohrnii,12310,True,False
Zapteryx brevirostris,2303400,True,False
Asthenes luizae,8332,True,False
Cardisoma guanhumi,782019,True,False
Melanorivulus paracatuensis,2025517,True,False
Heteragrion mantiqueirae,1763387,True,False
Malacoctenus brunoi,1813497,True,False
Girardia arenicola,2300138,True,False
Sporophila beltoni,2025987,True,False
Paracerura gandarela,2024404,True,False
Amphisbaena sanctaeritae,239003,True,False
Isurus oxyrinchus,596977,True,False
Numenius hudsonicus,2025820,True,False
Wallaciia urosema,2304077,True,False
Circoniscus buckupi,2028044,True,False
Hyporthodus niveatus,1789949,True,False
Hylexetastes uniformis,7306,True,False
Momotus momota marcgravianus,2025821,True,False
Xenops minutus alagoanus,2026015,True,False
Hypsolebias gardneri,2300690,True,False
Maratecoara formosa,1008043,True,False
Steindachneridion doceanum,1515357,True,False
Rhamdia enfurnada,1516024,True,False
Aylacostoma tenuilabris,2026265,True,False
Tisentnops onix,2027985,True,False
Calidris pusilla,2022901,True,False
Scada karschina delicata,2024981,True,False
Ischnocnema manezinho,1471056,True,False
Cambeva tropeiro,2302814,True,False
Brachycephalus quiririensis,2027591,True,False
Lasiocyano sazimai,2480602,True,False
Potiberaba porakuara,2027583,True,False
Eurycheilichthys apocremnus,2301955,True,False
Anodontites ferrarisii,2026221,True,False
Ituglanis bambui,334554,True,False
Carcharhinus perezi,751931,True,False
Procnias albus wallacei,2025848,True,False
Tmesiphantes hypogeus,2024038,True,False
Pyrrhura pallescens,2303060,True,False
Rhinella casconi,2027604,True,False
Kentropyx viridistriga,761082,True,False
Albinapis gracilis,2302020,True,False
Pituna brevirostrata,1743249,True,False
Phyllomys unicolor,1319861,True,False
Tropidurus erythrocephalus,231833,True,False
Tropidurus callathelys,231837,True,False
Phallotorynus fasciolatus,399594,True,False
Sympterygia bonapartii,2303307,True,False
Mycteroperca acutirostris,397377,True,False
Garcialebias adloffi,2479174,True,False
Megalobulimus lopesi,2303447,True,False
Eigenmannia vicentespelaea,527648,True,False
Thoropa lutzi,519496,True,False
Megascops alagoensis,2302804,True,False
Psophia interjecta,2025833,True,False
Parotocinclus spilosoma,1008637,True,False
Cacicus koepckeae,1691680,True,False
Ituglanis mambai,1813457,True,False
Glaucomastix abaetensis,2301646,True,False
Schizogenius ocellatus,1319933,True,False
Phaethon aethereus,6467,True,False
Charinus asturius,2024003,True,False
Nothura minor,6395,True,False
Carcharhinus falciformis,727285,True,False
Carcharhinus plumbeus,727194,True,False
Pteronura brasiliensis,9039,True,False
Xiphocolaptes falcirostris,6248,True,False
Cyanocyclas guahybensis,2302939,True,False
Matilebias ibicuiensis,2479191,True,False
Archolaemus ferreirai,2025575,True,False
Melanorivulus egens,2025503,True,False
Nemosia rourei,6365,True,False
Sphyrna lewini,1011601,True,False
Mussismilia braziliensis,2303412,True,False
Dichotomius eucranioides,237521,True,False
Linckia guildingi,1613605,True,False
Alouatta ululata,1319754,True,False
Leposoma sinepollex,2026163,True,False
Eudolichotis lacerta,2026328,True,False
Lepidothrix iris iris,2025912,True,False
Pterodroma arminjoniana,2023066,True,False
Mirinaba curytibana,1319842,True,False
Plesiophysa dolichomastix,2026378,True,False
Troglorhopalurus translucidus,2024090,True,False
Ochyrocera ritxoo,2303616,True,False
Amphisbaena ridleyi,239005,True,False
Phaethornis margarettae camargoi,2025816,True,False
Arrhopalites heteroculatus,2024564,True,False
Micrastur mintoni,851346,True,False
Leopardus wiedii,12781,True,False
Eufriesea brasilianorum,1319707,True,False
Sternarchorhynchus mareikeae,1744591,True,False
Columbina cyanopis,7007,True,False
Melanophryniscus cambaraensis,217780,True,False
Harttia panara,2300887,True,False
Marinussaurus curupira,2023285,True,False
Pseudosinella brumadinhoensis,2304163,True,False
Calidris subruficollis,2025819,True,False
Otaria flavescens,283604,True,False
Carcharias taurus,2303321,True,False
Inia geoffrensis,1688339,True,False
Potamolithus troglobius,2026259,True,False
Baryancistrus niveatus,1013913,True,False
Xiphorhynchus guttatoides gracilirostris,2300275,True,False
Canthon quadripunctatus,247005,True,False
Iansaoniscus paulae,2304046,True,False
Pulsatrix perspicillata pulsatrix,2026041,True,False
Pontoporia blainvillei,1711872,True,False
Herpailurus yagouaroundi,12502,True,False
Boana buriti,2300208,True,False
Camelobaetidius spinosus,2024829,True,False
Enyalius brasiliensis,559878,True,False
Harttia villasboas,2300889,True,False
Thripophaga macroura,6880,True,False
Sterna hirundinacea,2303165,True,False
Pyrilia vulturina,2023086,True,False
Alopias vulpinus,597475,True,False
Kiautagrion acutum,2303191,True,False
Partamona littoralis,1789240,True,False
Ferricixius michaeli,2304158,True,False
Charinus caatingae,2027978,True,False
Pampasatyrus glaucope glaucope,2024980,True,False
Hypostomus subcarinatus,550880,True,False
Atractus thalesdelemai,1531076,True,False
Pseudobatos lentiginosus,2027572,True,False
Balistes capriscus,1011985,True,False
Nematolebias catimbau,2025537,True,False
Copelatus cessaima,2024719,True,False
Cerradomys goytaca,2023694,True,False
Amphisbaena uroxena,2023233,True,False
Odontostomus dautzenbergianus,2303232,True,False
Tropidurus chromatops,231836,True,False
Cycloramphus diringshofeni,1069737,True,False
Cayenniola albaserrata,2304308,True,False
Formicivora grantsaui,2022992,True,False
Mobula mobular,2303287,True,False
Pseudosinella cearensis,2304164,True,False
Calyptommatus sinebrachiatus,694370,True,False
Lycomorphon brasiliense,2024752,True,False
Dendrexetastes paraensis paraensis,2303541,True,False
Hypocnemis striata,2022996,True,False
Hyphessobrycon flammeus,863998,True,False
Ituglanis epikarsticus,334553,True,False
Squatina argentina,1020432,True,False
Hypsolebias trilineatus,2025480,True,False
Ololygon alcatraz,2026543,True,False
Megalops atlanticus,1021037,True,False
Alouatta guariba,9820,True,False
Gonycranaus pluto,2027989,True,False
Hypocnemis ochrogyna,2022994,True,False
Xipholena atropurpurea,8272,True,False
Nyctimantis pomba,2302739,True,False
Formicivora iheringi,7193,True,False
Liolaemus lutzae,1252659,True,False
Miroculis stenopterus,2301186,True,False
Liolaemus arambarensis,1252577,True,False
Coarazuphium spinifemur,2028008,True,False
Sternarchorhynchus jaimei,1928374,True,False
Fregata trinitatis,2301555,True,False
Apostolepis gaboi,1372826,True,False
Garcialebias pelotapes,2479184,True,False
Ischnocnema karst,2300243,True,False
Hyphessobrycon veredus,2301553,True,False
Mimagoniates lateralis,1010042,True,False
Cetorhinus maximus,10925,True,False
Balaenoptera physalus,10283,True,False
Cambeva crassicaudata,2300848,True,False
Hypsolebias fasciatus,2025446,True,False
Hyporthodus flavolimbatus,1745397,True,False
Arhysosage cactorum,1672169,True,False
Neopelma aurifrons,6379,True,False
Charinus spelaeus,2027981,True,False
Prochilodus vimboides,1009254,True,False
Alopias superciliosus,597476,True,False
Leptokoenenia thalassophobica,2024073,True,False
Rioraja agassizii,2303308,True,False
Neoplecostomus botucatu,2025679,True,False
Kinnapotiguara troglobia,2027580,True,False
Hypsolebias notatus,2025468,True,False
Amphisbaena carli,2023226,True,False
Euparkerella robusta,2023796,True,False
Capito dayi,8403,True,False
Grallaria varia intercedens,2025886,True,False
Negaprion brevirostris,661421,True,False
Bathygobius brasiliensis,2300741,True,False
Parathyone surinamensis,1759550,True,False
Potamolithus karsticus,2303230,True,False
Tangara fastuosa,7722,True,True
Tolypeutes tricinctus,18037,True,False
Pyrrhura molinae,9134,True,False
Loxosceles troglobia,2300136,True,False
Leporinus guttatus,1743007,True,False
Myrmotherula fluminensis,6349,True,False
Mycteroperca bonaci,397661,True,False
Cambeva igobi,2300850,True,False
Melanophryniscus formosus,217778,True,False
Friesea noronhaensis,2304258,True,False
Ischnocnema garciai,2300267,True,False
Glossoscolex lutocolus,2301843,True,False
Ituglanis ramiroi,334552,True,False
Trogolaphysa aelleni,1319879,True,False
Sporophila melanogaster,2302374,True,True
Leptopanchax opalescens,2300732,True,False
Coarazuphium ricardoi,2024688,True,False
Eukoenenia spelunca,2024070,True,False
Relictopiolus galadriel,2027992,True,False
Brycon vermelha,1014223,True,False
Ditaxodon taeniatus,1516527,True,False
Onychorhynchus swainsoni,2303169,True,False
Cryptops spelaeoraptor,2024106,True,False
Falsocaenia santatereza,2303217,True,False
Anablepsoides cearensis,2025406,True,False
Anisolepis undulatus,240912,True,False
Dysithamnus plumbeus,7137,True,False
Thespieus maacki,2304779,True,False
Brycon orbignyanus,1006630,True,False
Parotocinclus seridoensis,2025694,True,False
Brycon dulcis,2301465,True,False
Aegla camargoi,2025184,True,False
Glaucomastix itabaianensis,2301684,True,False
Crypturellus zabele,2302837,True,False
Touit melanonotus,718144,True,False
Anabazenops dorsalis,1320132,True,False
Amphisbaena bahiana,238956,True,False
Spaeleoleptes spaeleus,2024052,True,False
Arremonops conirostris,2302322,True,False
Baryancistrus longipinnis,1017489,True,False
Balaenoptera musculus,10284,True,False
Chrysocyon brachyurus,11050,True,False
Stenocercus azureus,1254131,True,False
Glomeridesmus spelaeus,2024111,True,False
Ybyrapora gamba,2301749,True,False
Anomaloglossus tepequem,2300232,True,False
Saimiri vanzolinii,9264,True,False
Ateles chamek,10235,True,False
Pseudosinella paraensis,2304189,True,False
Lonchophylla dekeyseri,17728,True,False
Haasica balzani,2026233,True,False
Aegla leptochela,2025196,True,False
Camelobaetidius maranhensis,2024823,True,False
Penelope pileata,13937,True,False
Ridleyconcha quinquelirata,2303223,True,False
Touit surdus,1320176,True,False
Cynolebias parnaibensis,1514244,True,False
Isotomiella uai,2024390,True,False
Melanophryniscus biancae,2027597,True,False
Melanorivulus interruptus,2300580,True,False
Metopiellus painensis,2028010,True,False
Ololygon faivovichi,2026557,True,False
Crax fasciolata pinima,2025828,True,False
Prognathodes obliquus,728974,True,False
Myliobatis ridens,2303347,True,False
Psophia dextralis,2022932,True,False
Plecturocebus brunneus,2300825,True,False
Spelaeobochica allodentatus,1637844,True,False
Matilebias cyaneus,2479190,True,False
Simpulopsis wiebesi,2026385,True,False
Sluysia triapertura,2028078,True,False
Coarazuphium lundi,2303892,True,False
Hypanus marianae,2303341,True,False
Mycteroperca interstitialis,397660,True,False
Cynolebias elegans,399907,True,False
Cylindroniscus platoi,2304044,True,False
Dendrocolaptes retentus,2025862,True,False
Brasiliscincus caissara,2026168,True,False
Melanophryniscus macrogranulosus,217775,True,False
Hydropsalis candicans,2022871,True,False
Hypsolebias ghisolfii,2025451,True,False
Euglossa cyanochlora,1468658,True,False
Rhegmatorhina gymnops,6673,True,False
Bothrops otavioi,2023443,True,False
Lonchophylla bokermanni,17727,True,False
Spelaeobochica muchmorei,1853279,True,False
Megalobulimus proclivis,2303450,True,False
Simpsonichthys punctulatus,1797200,True,False
Fimoscolex sporadochaetus,1319782,True,False
Listrura nematopteryx,729897,True,False
Mobula tarapacana,2303288,True,False
Acrolebias carvalhoi,2479196,True,False
Lophornis gouldii,12957,True,False
Colibri delphinae greenewalti,2300276,True,False
Sphyrna gilberti,2027634,True,False
Garcialebias botocudo,2479178,True,False
Potamotrygon marquesi,2303368,True,False
Hypsolebias picturatus,2025471,True,False
Potamotrygon leopoldi,2303366,True,False
Leopardus colocola,12782,True,False
Melanorivulus amambaiensis,2300577,True,False
Simpsonichthys parallelus,598314,True,False
Arrhopalites glabrofasciatus,2300035,True,False
Hypsolebias macaubensis,2025461,True,False
Troglobius ferroicus,2024275,True,False
Thaumastus lundi,2026342,True,False
Diplodon fontainianus,2026205,True,False
Ctenomys ibicuiensis,2026129,True,False
Hyalella formosa,2028027,True,False
Simpsonichthys espinhacensis,2300597,True,False
Cassidulus mitis,1619701,True,False
Hypancistrus zebra,1010852,True,True
Notholebias fractifasciatus,1955725,True,False
Stegastes rocasensis,525932,True,False
Cypholebias cinereus,2479200,True,False
Campellolebias brucei,728415,True,False
Heterodactylus lundii,1319795,True,False
Dichotomius mysticus,1907375,True,False
Melipona capixaba,1319837,True,False
Blastocerus dichotomus,10403,True,False
Seborgia potiguar,2027581,True,False
Altitatiayus godinhorum,2024734,True,False
Hasemania maxillaris,1009041,True,False
Stichelia pelotensis,773963,True,False
Leopardus braccatus,1541543,True,False
Synallaxis kollari,1088128,True,False
Xylophanes mielkei,2302169,True,False
Coarazuphium cessaima,1319803,True,False
Gonyostomus insularis,1319822,True,False
Pararrhopalites papaveroi,2024280,True,False
Rhopalothrix plaumanni,1092158,True,False
Leptopanchax itanhaensis,2300731,True,False
Hyperaulax ridleyi,2303183,True,False
Conopophaga cearae,2300280,True,False
Notorynchus cepedianus,1020704,True,False
Cnipodectes superrufus,1320786,True,False
Trogolaphysa barroca,2304172,True,False
Hippocampus reidi,12543,True,True
Scarus trispinosus,1015332,True,False
Campylopterus calcirupicola,2300417,True,False
Crossodactylus dispar,390977,True,False
Hypsolebias fulminantis,2025450,True,False
Phalloptychus iheringii,2025397,True,False
Ybyrapora diversipes,2301748,True,False
Typhochlaena seladonia,2024043,True,False
Lepidocharax diamantina,2025343,True,False
Parides ascanius,376116,True,False
Matilebias paucisquama,2479193,True,False
Myrmoderus ruficauda,2300486,True,False
Tayassu pecari,7774,True,False
Epiperipatus ohausi,2026424,True,False
Nematocharax varii,2302429,True,False
Cycloramphus faustoi,1835430,True,False
Trigonectes strigabundus,14310,True,False
Hypsolebias alternatus,2025438,True,False
Matilebias camaquensis,2479189,True,False
Pseudonannolene lundi,2028000,True,False
Hippocampus erectus,12556,True,True
Phyllomys centralis,2302818,True,False
Atractus caete,2023365,True,False
Arlea arenicola,2024351,True,False
Sparisoma frondosum,598619,True,False
Hypsolebias hamadryades,2300691,True,False
Brycon vonoi,2300898,True,False
Spelunconiscus castroi,2028061,True,False
Megalobulimus fragilior,2303445,True,False
Amphisbaena persephone,2301642,True,False
Physalaemus soaresi,2303121,True,False
Psilops mucugensis,2301654,True,False
Calyptommatus leiolepis,694372,True,False
Alexandresaurus camacan,1821686,True,False
Procellaria aequinoctialis,6610,True,False
Elacatinus figaro,866535,True,True
Coarazuphium xikrin,2303893,True,False
Pyrrhura perlata,9131,True,False
Pyrrhura coerulescens,2300403,True,False
Alouatta guariba clamitans,2026602,True,False
Anodorhynchus hyacinthinus,9941,True,False
Aegla cavernicola,2025186,True,False
Thalassarche chlororhynchos,787487,True,False
Cynolebias gorutuba,2300570,True,False
Granatellus pelzelni paraensis,2300400,True,False
Altitatiayus dulceae,2024733,True,False
Alouatta belzebul,9818,True,False
Diopatra victoriae,2303483,True,False
Hylopezus paraensis,2025888,True,False
Trinomys yonenagae,2023649,True,False
Lepidochelys olivacea,12784,True,False
Pterodroma incerta,2023068,True,False
Otophidium chickcharney,525019,True,False
Austrolebias ephemerus,2300717,True,False
Eukoenenia virgemdalapa,2024071,True,False
Garcialebias lourenciano,2479180,True,False
Hypsolebias gibberatus,2025452,True,False
Pteroglossus bitorquatus bitorquatus,2026025,True,False
Pectenoniscus sepultus,2304061,True,False
Synapterpes hanleyi,2026397,True,False
Hypsolebias flammeus,2025448,True,False
Amphisbaena heathi,239030,True,False
Archisotoma arariboia,2300034,True,False
Carcharhinus acronotus,727296,True,False
Hyphessobrycon duragenys,866946,True,False
Scartella poiti,728350,True,False
Ochyrocera ibitipoca,2024017,True,False
Ololygon peixotoi,2026573,True,False
Leposoma nanodactylus,548810,True,False
Phaethornis margarettae,1319908,True,False
Hypsolebias mediopapillatus,2025464,True,False
Guaruba guarouba,7241,True,True
Celeus flavus subflavus,2026016,True,False
Thunnus thynnus,1026042,True,False
Trichogenes claviger,1501619,True,False
Eukoenenia jequitinhonha,2027993,True,False
Pimelodella kronei,804043,True,False
Pseudochthonius limettioides,2304309,True,False
Hollandichthys taramandahy,2025333,True,False
Xenurolebias myersi,2025550,True,False
Brachycephalus mirissimus,2300411,True,False
Trogolaphysa chapelensis,2304174,True,False
Monasa morphoeus morphoeus,2025825,True,False
Antilophia bokermanni,8312,True,False
Enyalius erythroceneus,1518921,True,False
Iodopleura pipra pipra,2025994,True,False
Arhysosage flava,1390338,True,False
Cyclopes rufus,2300421,True,False
Hypsolebias longignatus,2025459,True,False
Laterallus xenopterus,7368,True,False
Astyanax brucutu,2301463,True,False
Coleodactylus natalensis,830637,True,False
Coryphistera alaudina,7034,True,False
Proceratophrys ararype,2300383,True,False
Leposternon mineiro,2301650,True,False
Piculus polyzonus,2026023,True,False
Bothrops itapetiningae,1255191,True,False
Morpho epistrophus nikolajewna,2024975,True,False
Ateles marginatus,10232,True,False
Rhipidomys cariri,2023593,True,False
Isotogastrura mucrospatulata,2024468,True,False
Myrmotherula urosticta,6342,True,False
Cynopoecilus multipapillatus,1015548,True,False
Pyrrhura anerythra,2300402,True,False
Melanorivulus rutilicaudus,2025528,True,False
Pempheris gasparinii,2300748,True,False
Minagrion canaanense,763960,True,False
Crossodactylus boulengeri,2300354,True,False
Trinomys moojeni,18058,True,False
Arrhopalites paranaensis,2024565,True,False
Ophthalmolebias constanciae,2025540,True,False
Hypsolebias rufus,2025475,True,False
Attila spadiceus uropygiatus,2025999,True,False
Metopioxys carajas,2303904,True,False
Epinephelus marginatus,2027533,True,False
Corallus cropanii,1455550,True,False
Parotocinclus spilurus,1008638,True,False
Arrhopalites gnaspinii,2024563,True,False
Cavia intermedia,2023618,True,False
Carcharhinus signatus,727191,True,False
Bothrops insularis,1255190,True,False
Enneanectes smithi,176021,True,False
Trinomys eliasi,2023644,True,False
Pristis pristis,2303393,True,False
Castalia martensi,2026199,True,False
Pseudonannolene tocaiensis,2024266,True,False
Ancistrus formoso,866750,True,False
Parides bunichus chamissonia,2025023,True,False
Leila blainvilliana,2026235,True,False
Cyphorhinus griseolateralis,2300332,True,False
Arrhopalites amorimi,2028165,True,False
Glaucomastix cyanura,2301647,True,False
Hyalella imbya,2028028,True,False
Bradypus torquatus,10472,True,False
Eukoenenia potiguar,2024068,True,False
Ozotoceros bezoarticus bezoarticus,2300200,True,False
Macrostrombus costatus,2026286,True,False
Lagothrix lagothricha cana,2300812,True,False
Eretmochelys imbricata,11816,True,False
Urubitinga coronata,2022862,True,False
Diomedea dabbenena,1319809,True,False
Parides panthonus castilhoi,2025026,True,False
Whiteheadiana thaisae,2304246,True,False
Sphyrna tiburo,1020429,True,False
Saguinus bicolor,9255,True,False
Celeus torquatus tinnunculus,2026019,True,False
Proceratophrys palustris,580462,True,False
Hypomasticus santanai,2302274,True,False
Aegla rosanae,2300448,True,False
Ateles belzebuth,10236,True,False
Cichlopsis leucogenys,6981,True,False
Astropecten marginatus,1884954,True,False
Sporophila maximiliani,2302377,True,False
